Gene	WT	hoD	sir1D	sir2	sir3	sir4DK
YER085C	0.600652	0.292348	0.703866	0.217889	0.258015	0.755522
YER087C-A	7.00319	11.8554	11.3172	9.08631	7.35235	10.0482
YER088C-A	43.102	22.9139	25.7439	26.4167	25.3516	44.1499
YER088W-B	37.6412	27.3905	29.2703	40.6074	19.0331	63.4547
YER090C-A	0	0	0	0	0	0
YER091C-A	1.21551	0.602056	0	0	1.21378	0
YER097W	0.824105	1.43887	0.785418	1.39616	1.16491	1.02797
YER107W-A	47.4559	39.8233	38.3319	38.2977	42.4305	37.3953
YER119C-A	28.3461	16.3127	17.2226	20.0118	21.62	30.128
YER121W	2.71743	5.37769	6.0945	5.34481	5.1455	4.96237
YER128W	12.9787	16.8397	14.5989	15.1865	13.7068	14.0345
YER130C	96.8213	119.231	128.794	107.076	99.1721	108.993
YER133W-A	59.7557	67.1647	66.4187	63.7539	74.7263	82.3568
YER134C	61.9996	61.1456	65.1805	66.9796	66.6841	89.3043
YER135C	0.476537	0.305667	0.230827	1.91444	0.818518	1.1032
YER137C	4.69445	5.08208	5.31295	13.3981	6.93672	5.61162
YER137W-A	2.59011	2.69349	3.9526	4.15731	3.90989	5.16305
YER138C	114.82	119.372	144.298	47.6889	95.0051	70.0952
YER138W-A	1389.75	2437.92	2990.17	334.514	940.729	341.777
YER140W	11.1656	11.313	11.233	12.267	10.6307	11.3242
YER145C-A	30.3929	33.2213	30.5216	47.4202	30.1944	34.6401
YER147C-A	62.4521	72.439	68.5204	55.1175	67.2062	52.6944
YER148W-A	6.25906	5.83253	6.53032	8.46937	3.85538	9.41716
YER152C	51.7058	39.1856	39.209	45.6905	40.4523	53.5386
YER152W-A	6.31896	6.7108	6.53782	3.96349	6.01643	6.44825
YER156C	213.978	168.017	148.126	222.878	151.666	187.174
YER158C	81.24	57.2624	58.1283	36.5136	64.7643	54.6223
YER158W-A	66.1965	85.6306	81.2066	92.8089	64.1926	88.8363
YER160C	55.1775	61.5995	65.9399	20.6034	48.9232	38.3225
YER163C	35.9337	35.4717	38.1939	38.2795	33.1321	43.9726
YER165C-A	1.83052	2.7321	2.64464	0.503206	3.64987	0.647317
YER172C-A	1.00623	1.81685	1.96654	0	0.48537	2.22241
YER175W-A	7.70645	2.09106	6.30262	0	3.98376	0
YER181C	0.459266	0	0.532882	0	0	0.354377
YER184C	13.0262	12.4373	12.4788	11.7781	11.1051	10.9441
YER186C	40.0262	32.2034	33.3093	35.9279	34.7578	43.0043
YER187W	4.76632	3.97722	5.93136	7.59768	6.74582	8.73595
YER188C-A	1.59506	2.16658	2.30314	5.00802	4.38174	6.04632
YER188W	37.5863	43.1821	56.1783	35.6698	131.452	182.021
YER189W	6.8019	5.02652	4.29811	6.54409	4.9759	5.44855
YER190C-A	14.5731	11.4776	11.5569	3.17902	12.738	4.28957
YER190C-B	3.96167	4.60622	3.64712	8.02918	5.41557	8.47482
YET1	232.413	286.75	321.114	255.05	297.807	385.357
YET2	9.1833	13.7657	14.6424	9.64533	10.9223	18.4995
YET3	474.833	406.397	445.779	409.491	447.586	585.261
YFH1	82.387	64.8842	66.2573	65.1139	70.4226	83.1357
YFH7	12.3119	14.3902	13.3823	13.4057	14.8265	16.0142
YFL002W-A	44.6688	56.4993	64.6731	7.90539	24.993	20.4027
YFL012W	1.60071	1.65601	2.38349	1.57175	1.04318	0.414501
YFL012W-A	1.38074	1.27114	1.99612	1.80998	1.5147	1.08814
YFL013W-A	7.47675	11.2032	10.8799	10.4645	7.93704	14.1512
YFL015C	0.417514	0	0.226992	0.306718	0.931774	0.700143
YFL015W-A	0	0.23002	0.440982	0	0	0
YFL019C	2.28326	4.45753	2.88032	5.42028	4.29799	3.63916
YFL021C-A	1.94261	1.21316	1.73367	2.05669	2.40435	1.23663
YFL031C-A	1577.23	0	0	0	0	0
YFL032W	0.465585	0	0.171543	0.954023	0.715087	0.720959
YFL034W	7.14668	7.28372	7.17791	6.46232	7.06521	6.64994
YFL040W	3.91487	3.77006	3.47832	3.7945	4.51996	3.9669
YFL041W-A	14.6678	19.0668	19.8643	10.4899	21.2398	21.3252
YFL042C	21.6138	21.1105	22.1385	13.4815	20.0921	26.1985
YFL051C	1.12493	1.47099	1.98918	3.353	3.11042	2.02304
YFL052W	0.952094	1.00024	0.956908	1.32705	3.14423	2.85128
YFL054C	7.72692	6.76172	7.21282	8.21059	11.3065	10.2882
YFL063W	0	0.0946536	0.271654	1.68138	1.16533	0.379441
YFL064C	2.94934	3.38032	1.89955	3.37978	4.37093	2.39524
YFL065C	3.18333	3.59296	2.97016	2.11698	3.48477	2.27426
YFL066C	10.7111	9.19129	8.56486	6.70158	12.1501	6.94546
YFL067W	8.47475	8.57076	4.29788	7.84727	12.871	10.5247
YFL068W	13.0418	14.0467	11.6067	15.8791	12.759	19.6769
YFR006W	79.0407	62.575	62.8986	71.9018	73.016	82.4512
YFR010W-A	16.3663	12.1812	14.0022	16.4815	2.46634	8.22339
YFR012W	1.53259	1.82195	2.2061	2.21968	2.25558	1.7615
YFR012W-A	0	0	0	0	0	0
YFR016C	11.6159	12.0309	14.9198	8.36741	11.2501	13.8454
YFR017C	11.978	16.0719	17.5895	14.0732	36.9973	61.2728
YFR018C	57.4502	35.9221	35.9585	53.0038	46.9397	56.7829
YFR020W	18.3311	18.2198	18.808	19.1873	21.9493	21.6891
YFR032C-B	0.366255	0	0.6369	2.49051	0.783818	0.554814
YFR034W-A	4.55961	1.78047	3.7302	3.71929	3.73624	3.02109
YFR035C	28.3399	24.8082	26.0698	45.5329	31.1011	28.9041
YFR036W-A	22.757	27.473	29.6614	42.6106	16.8258	41.5919
YFR039C	20.3729	21.3677	24.0501	22.5993	21.2935	21.0857
YFR045W	26.6243	23.9938	23.8022	24.7801	28.1351	33.3683
YFR052C-A	59.3331	72.214	94.0634	33.1134	139.739	154.701
YFR054C	1.32598	1.17071	1.36241	1.12339	1.72314	1.36806
YFR056C	27.9531	29.4396	29.8296	36.5728	31.5671	37.6927
YFR057W	0.247924	0	0	12.0066	9.6589	10.8156
YGK3	18.9572	15.229	14.496	19.5946	22.3637	16.5651
YGL006W-A	0	0	0	0	0	0
YGL007C-A	0	0	0	0	0	0
YGL010W	17.2581	17.0713	14.3135	19.9607	22.059	19.9318
YGL014C-A	0	0	0	0	0	0
YGL015C	0.875918	0.86095	1.3781	1.74625	0.654867	1.24913
YGL024W	5.52099	5.38907	6.50413	5.19741	4.89394	5.44894
YGL034C	0.460611	0	0.513962	0.535057	0.186039	0.831495
YGL036W	16.3311	19.7656	20.2934	14.4282	18.4943	13.7076
YGL039W	63.1761	58.1726	58.795	34.9823	58.0269	69.3437
YGL041C	1.96394	3.87336	0	0.390014	0	0
YGL041C-B	1.75683	1.27564	3.484	3.59689	5.2582	0
YGL041W-A	48.7966	53.4347	57.1867	55.4265	43.8138	54.7033
YGL042C	55.6009	57.0324	60.6151	74.6103	47.2387	70.377
YGL052W	17.676	16.7831	13.6429	25.6025	16.8797	23.4891
YGL063C-A	0	0	0	0	0	0
YGL069C	77.6784	71.6132	75.7638	66.3624	76.8777	60.5604
YGL072C	10.634	10.1818	11.7996	19.1484	11.9735	21.702
YGL074C	4.28758	4.97749	5.07451	2.28656	6.50639	3.1007
YGL081W	2.37046	2.46559	3.27748	2.59993	3.72486	3.02656
YGL082W	59.6524	54.569	60.5897	38.2636	53.7615	57.939
YGL088W	0.359243	0	0	0	0	0
YGL101W	57.1106	46.4088	54.8452	60.5497	63.698	54.1436
YGL102C	1447.2	1335.89	1355.4	1424.49	1223.9	1281.47
YGL108C	34.8324	35.4493	42.5814	35.9078	29.3466	30.2593
YGL109W	18.021	28.7753	30.2756	26.6722	20.9962	31.6371
YGL114W	42.6519	32.3695	33.4784	34.6509	37.8978	37.1417
YGL117W	44.3076	62.3514	80.077	23.0335	49.4705	57.3057
YGL118C	0	0.316839	0.400277	0.170462	0	0.209343
YGL123C-A	0	0	0	0	0	0
YGL132W	8.79718	6.07712	10.475	8.11056	6.94536	8.74347
YGL138C	0.121365	0.309153	0.277441	0.371185	0.511147	0.281195
YGL140C	19.3106	15.0882	14.8384	15.73	15.8098	14.2399
YGL149W	4.38228	3.71242	3.99474	1.15658	2.49905	2.12779
YGL152C	3.8407	3.95686	4.9432	5.40233	3.78625	4.92099
YGL159W	27.2826	24.3004	25.0133	27.0589	25.4766	25.6719
YGL165C	16.4957	19.4516	19.8953	20.1792	20.4513	24.03
YGL176C	16.0197	14.9512	14.1507	15.5357	15.1624	14.683
YGL177W	0.199897	1.297	2.44225	0.889448	2.50593	0.59588
YGL182C	0.885442	0.472526	1.21111	1.28771	0.969027	0.361356
YGL185C	14.2956	15.5402	14.8897	17.2184	16.8357	18.1364
YGL188C	1.58461	0	0	0	3.54484	0
YGL188C-A	0	0	0	0	0	0
YGL193C	79.2189	57.2143	55.0536	2.60991	3.27784	4.23217
YGL194C-A	23.0139	18.7972	25.817	17.3089	12.0813	12.7777
YGL199C	15.4785	10.3632	10.903	9.98106	15.421	13.6892
YGL204C	22.9542	20.1579	18.1008	21.7657	16.5311	19.5184
YGL214W	23.8859	17.0027	17.7001	45.4056	18.1627	29.3861
YGL217C	2.62149	1.86495	1.62831	0	2.02935	0
YGL218W	6.73683	6.06029	8.49677	4.33891	6.77407	4.80408
YGL230C	5.83221	4.27653	6.8427	5.14384	4.62536	6.04967
YGL235W	0.727616	0.39351	0.663094	0.211025	0.252762	0
YGL239C	9.15118	4.98833	6.55817	8.71737	6.89673	6.11864
YGL242C	51.6553	59.4505	69.401	43.8466	56.9743	68.0565
YGL258W-A	3.44859	3.66567	4.64717	13.1412	27.82	29.7214
YGL260W	1.08129	0	0.134567	0.0290304	0.0194072	0
YGL262W	0	0	0	0	0	0
YGP1	535.518	540.105	660.801	315.403	777.228	743.109
YGR001C	80.702	89.3362	88.7026	112.876	91.755	95.0052
YGR011W	14.9999	10.7928	13.3418	20.3028	15.2891	23.0621
YGR012W	25.2832	25.521	26.9405	25.7624	21.548	23.517
YGR015C	13.1529	11.8413	13.4544	12.5758	12.1091	13.7887
YGR016W	7.25314	8.9589	7.32842	6.23376	8.88012	8.98383
YGR017W	82.2302	86.4599	90.9539	68.231	69.008	88.6775
YGR018C	51.2504	52.835	51.8417	65.8294	39.0372	71.1448
YGR021W	15.6921	15.9251	20.0737	14.5321	13.6945	13.8027
YGR022C	1.63301	3.38	3.74261	0	2.60982	0.430508
YGR025W	1.79322	0.768386	0.367394	0.337953	0.541875	0
YGR026W	162.142	134.327	137.977	117.17	156.958	153.193
YGR027W-B	94.4046	98.6141	115.768	36.6881	80.2971	61.0384
YGR031W	17.5959	14.8506	15.8005	19.367	17.5779	17.249
YGR035C	17.8081	21.9156	22.6045	17.8292	24.5784	15.7925
YGR035W-A	29.4701	27.8601	31.7622	34.9522	42.4521	53.116
YGR038C-B	59.8587	65.4429	75.0287	21.3297	51.1046	39.2168
YGR039W	13.8424	16.1236	16.2004	10.72	10.9815	8.25917
YGR042W	19.3131	21.3774	24.0968	19.431	16.8505	20.2379
YGR045C	1.1435	0.316263	0.537729	0.235757	0.92222	1.11132
YGR050C	17.0364	16.0076	14.671	14.8051	16.4952	13.8362
YGR051C	2.49656	4.54495	2.48394	5.29816	4.12171	4.45422
YGR053C	3.0594	4.47505	5.04136	2.20615	3.39151	3.83608
YGR054W	82.4258	66.8738	63.2009	63.3697	69.2626	61.8777
YGR064W	34.9866	33.8851	41.8907	38.9192	38.8608	28.7099
YGR066C	3.6105	4.6361	4.343	4.6301	4.77314	5.04355
YGR067C	0.892361	1.19414	1.42395	1.06841	1.27988	0.830242
YGR068W-A	0	0	0	0	0	0
YGR069W	1.62331	0.736615	0.338302	0	0.323248	0.462355
YGR071C	11.4887	11.3021	10.5053	9.2231	9.88693	7.83521
YGR073C	21.6179	14.5174	13.3021	24.9773	20.0361	17.1905
YGR079W	7.12172	5.93859	7.83724	8.94754	8.23447	6.34361
YGR093W	20.2567	21.5168	21.1306	29.7035	18.8971	18.7034
YGR102C	22.6306	23.7637	23.9159	25.8387	18.4295	20.0242
YGR107W	2.10114	1.6317	2.12363	1.86319	2.13642	1.68134
YGR109W-B	6.06489	5.509	5.81478	5.06633	5.63031	6.22908
YGR111W	37.1121	38.4628	40.3798	35.2116	38.5523	47.6304
YGR114C	6.35936	4.7911	5.42209	2.8522	6.39363	0.715519
YGR115C	0.370965	0	0	0.275665	0	0
YGR117C	15.4759	14.7198	14.5713	14.5497	14.5535	14.8159
YGR121W-A	3.50273	3.53713	3.74939	7.16249	5.01557	1.00807
YGR122C-A	0	0	0	0	0	0
YGR122W	23.2887	20.109	18.4326	16.2066	18.3532	17.7084
YGR125W	19.184	15.8356	16.8188	14.3211	18.623	15.6243
YGR126W	13.9373	14.2266	15.4218	10.872	14.5578	13.0904
YGR127W	18.7643	19.9561	21.019	23.7421	21.9446	30.1961
YGR130C	46.0893	48.1138	51.9706	29.7337	47.6092	51.895
YGR137W	115.542	134.958	140.578	155.28	122.635	150.113
YGR139W	3.28985	5.48479	3.86549	4.09718	3.89107	4.34358
YGR146C-A	5.81172	1.67321	3.25174	0	2.68202	3.51549
YGR149W	87.3004	70.7095	87.6154	56.1494	95.4501	90.8231
YGR151C	23.8587	24.6787	18.1757	26.6208	6.1252	27.8576
YGR153W	12.7495	13.7992	16.4411	12.5376	13.4047	12.4806
YGR160W	86.5613	55.2739	47.0296	98.5953	62.6555	34.8114
YGR161C-D	47.5183	53.9127	60.565	18.0732	44.824	39.5113
YGR161W-B	46.0646	58.7413	67.2984	8.11267	26.0784	21.0234
YGR161W-C	36.4568	33.9974	37.8605	35.0863	45.0262	56.6323
YGR164W	14.8453	10.1007	10.603	30.6656	11.4772	13.2805
YGR168C	22.2885	19.8506	20.669	21.6358	20.8702	18.2166
YGR169C-A	51.0726	62.9056	67.4926	71.0999	58.4472	50.0445
YGR174W-A	0	0	0	0	0	0
YGR176W	23.0917	20.7941	19.3556	32.1415	24.3324	24.173
YGR182C	44.832	47.2513	38.7797	55.8237	48.5479	56.475
YGR190C	72.3004	57.8015	56.4709	43.0674	67.4063	40.0288
YGR201C	63.8182	52.6037	53.4847	51.6433	56.8939	66.9516
YGR204C-A	72.4598	47.4735	0	90.3224	0	0
YGR205W	16.723	14.3408	16.8737	12.677	20.9898	25.4469
YGR207C	36.6248	43.4958	48.799	49.8943	37.7218	43.0547
YGR210C	66.1406	54.8668	55.9068	63.8523	54.3987	66.4008
YGR219W	22.0472	22.2489	25.8047	28.5478	19.4739	17.1067
YGR226C	0	0.382637	0	2.58332	0.129492	1.10142
YGR228W	49.8631	60.0365	59.2897	93.5604	53.2065	59.3254
YGR235C	48.8997	47.3312	48.6165	46.9425	45.6547	41.557
YGR237C	19.228	21.8311	24.6479	16.0162	21.8277	22.9112
YGR240C-A	22.9168	12.0323	26.0113	24.0324	17.9818	19.7434
YGR242W	14.1794	14.7738	12.8535	6.4806	13.5398	9.50902
YGR250C	96.3186	89.128	91.4012	78.6374	86.5615	71.0305
YGR251W	31.9812	28.1943	32.2457	37.5355	27.8926	27.7189
YGR259C	9.39565	2.04305	2.45952	0.582124	6.78592	2.24523
YGR265W	30.7989	28.5818	26.8879	14.7093	30.8863	11.7989
YGR266W	11.4228	11.7585	13.0454	16.437	19.0331	14.6104
YGR269W	3.47484	2.57143	3.6898	2.25968	2.79486	2.11117
YGR270C-A	0	0	0	0	0	0
YGR273C	0	0.113135	0.168176	0.151891	0.725238	0
YGR283C	38.0711	35.1669	33.5618	53.4778	34.8705	33.6348
YGR290W	0.852712	1.92415	2.78616	1.20731	3.32849	1.50124
YGR291C	0	0	0	0	0	0
YGR293C	1.1588	1.25616	1.04437	1.11929	1.04953	0.117206
YGR296C-A	14.8417	11.464	11.928	3.53109	13.9115	5.04075
YGR296C-B	4.58969	4.58334	4.3107	8.43655	6.53467	9.84127
YHB1	929.15	881.403	886.22	1547.36	1093.96	953.402
YHC1	19.9384	23.9678	28.8934	23.9203	18.5663	20.6294
YHC3	26.5785	17.706	19.5675	16.9011	19.0505	27.7689
YHI9	39.2111	52.7816	56.499	43.2574	51.1346	57.4917
YHK8	14.5975	10.4651	10.2396	12.6667	13.239	13.2805
YHL002C-A	10.8158	17.8068	18.8708	7.17846	14.942	14.08
YHL005C	0.317175	0.302746	0.583811	1.43823	0.179645	1.06181
YHL006W-A	12.5967	9.89181	11.48	7.80054	13.0601	3.20035
YHL008C	1.14524	1.23188	1.17934	1.59565	1.43697	1.47189
YHL009W-B	0.892863	1.15272	1.53625	1.00122	1.15112	0.680947
YHL012W	5.13476	3.93354	4.86282	5.86614	5.43167	3.23531
YHL015W-A	0	0	0	0	0	0
YHL017W	43.6186	36.5522	37.802	35.8828	38.2232	36.4297
YHL018W	12.0778	8.72614	8.45548	6.84974	7.9605	6.97965
YHL019W-A	8.48101	8.88373	12.2867	9.40394	9.55541	15.9041
YHL026C	13.6809	12.3817	14.6885	14.9396	13.9574	15.4272
YHL030W-A	25.8508	23.6811	25.3364	17.3781	24.7655	19.4833
YHL034W-A	120.792	113.792	126.496	124.338	119.34	157.931
YHL037C	0.304789	0.641536	1.21297	0.78661	0.629416	0.740428
YHL041W	0	0.433145	0.506074	0	0.130726	0.187328
YHL042W	10.4882	10.1006	8.65491	13.6523	10.5965	11.1336
YHL044W	9.14906	7.99625	8.79786	9.93481	11.3341	11.7739
YHL045W	1.73506	0.765759	1.01379	1.09017	1.69646	3.21318
YHL046W-A	7.74812	7.37423	8.01194	7.43621	11.2808	9.03288
YHL048C-A	0	0	0	0	0	7.47429
YHL049C	3.44496	3.06025	2.71114	2.8781	4.22893	1.99461
YHL050C	12.9914	12.7543	10.9181	19.8542	15.543	22.1359
YHL050W-A	11.9794	11.7958	6.74218	9.89635	5.90316	8.45953
YHM2	195.887	164.324	155.508	148.163	169.696	201.647
YHP1	11.2399	9.71772	10.284	13.9599	9.90854	9.61872
YHR003C	34.2376	39.1139	37.635	40.4662	33.598	38.1376
YHR007C-A	15.3487	7.12128	6.14707	14.7629	9.14223	9.88305
YHR009C	81.21	71.9537	71.2219	60.228	76.5221	88.7789
YHR020W	260.395	194.419	183.835	230.416	205.003	212.931
YHR022C	5.03441	6.6261	7.17208	4.48871	6.69208	6.55514
YHR022C-A	0	0	0	0	0	0
YHR028W-A	1.16937	0.676196	0.905231	1.99936	0.730839	1.53744
YHR032C-A	24.5051	29.1872	25.5091	0	33.2124	37.0956
YHR032W-A	30.7451	28.0323	22.6321	43.4587	31.0574	19.8583
YHR033W	9.22766	6.86016	6.92319	12.8706	8.90703	8.12717
YHR035W	2.45215	2.90067	2.59257	3.28339	2.70587	2.83226
YHR045W	50.0492	40.0483	39.3454	35.9445	45.093	43.5787
YHR049C-A	0.834314	0.803408	0.203103	1.6683	0.693297	0.418662
YHR050W-A	1.70371	0	2.40616	0	3.60998	0
YHR052W-A	1803.74	2313.75	2242.68	464.738	1863.8	2715.83
YHR054C	26.6199	31.153	25.5543	25.0942	47.7314	27.9462
YHR054W-A	1803.74	2314.68	2243.08	475.388	1864.36	2716.01
YHR056W-A	0.575685	0	0	0	0	0
YHR063W-A	197.283	202.388	183.369	329.305	177.612	270.578
YHR069C-A	1.17598	0	1.43793	1.9111	1.10828	0.98754
YHR070C-A	23.0727	18.653	14.9619	32.4327	20.0477	19.5568
YHR071C-A	15.895	15.0869	19.839	17.5585	23.5124	11.0398
YHR073C-B	0	0	0	0	0	0
YHR078W	36.3662	27.9219	30.1295	32.6205	33.4987	30.9466
YHR080C	5.99635	6.8869	7.23291	5.92206	7.44829	7.07081
YHR086W-A	2.27523	2.37149	0	3.49524	0	7.03099
YHR095W	0.440455	0.671656	0.505904	1.42852	0.686057	0.362809
YHR097C	78.9035	84.8124	106.911	41.4557	65.9161	78.303
YHR112C	38.9251	44.2084	56.0344	31.8901	58.4249	65.1524
YHR113W	74.0866	62.6982	69.4038	54.0435	78.9217	89.5164
YHR122W	36.8969	31.0961	32.5696	46.2634	33.5663	33.542
YHR125W	0	0.570762	0.190055	0.330867	0	0
YHR127W	25.6683	22.7561	23.1396	21.7055	21.2719	17.2387
YHR130C	2.35536	4.45082	2.87991	0.661589	2.27372	0.319875
YHR131C	21.8531	18.2136	18.9967	16.016	20.6978	21.313
YHR131W-A	19.665	17.8034	18.0527	4.77091	20.5492	9.87874
YHR137C-A	0	0	0	0	0	0
YHR138C	155.945	207.638	248.971	127.818	252.192	245.182
YHR139C-A	2.14773	1.92266	3.25973	4.19512	4.20166	3.04015
YHR140W	6.69204	5.34189	5.20258	8.08428	12.5286	13.3491
YHR145C	0	0.215724	0	0.32819	0	0.283313
YHR159W	7.79023	8.29083	8.24098	5.20096	7.4341	7.21714
YHR162W	522.103	513.817	509.027	684.946	614.293	728.562
YHR165W-A	0	0	1.19214	0.792661	0	0.739152
YHR173C	8.79592	9.44387	9.22141	12.6118	11.2135	10.5916
YHR175W-A	82.156	39.1317	31.1105	61.6106	81.2651	10.8869
YHR177W	7.08883	5.35549	6.04198	3.70472	5.24884	7.00833
YHR180C-B	0	0	0	0	0	0
YHR180W	12.9703	12.836	13.6903	11.7529	14.7773	13.9208
YHR180W-A	0	0	1.58802	0	1.4332	0
YHR182C-A	62.453	74.3499	69.1695	40.9206	84.8349	72.0849
YHR182W	8.30247	7.82774	8.10541	6.07922	7.37248	7.76534
YHR192W	34.2525	36.5953	35.4076	32.7047	29.9177	36.3434
YHR193C-A	1.57533	2.60884	0	0.439006	1.12909	3.69977
YHR202W	10.0452	9.34918	10.1601	8.02354	14.1925	11.9658
YHR210C	9.07816	8.02012	8.34473	8.88342	11.8932	11.1505
YHR212C	0.258795	0.320175	0.799704	0.402104	1.04298	0.0622711
YHR212W-A	1.27143	0	1.08233	3.04934	0.454687	1.23088
YHR213W	0.722639	0.470993	1.30877	0.603467	0.723184	0.258265
YHR213W-A	2.2384	2.21517	5.88646	15.677	2.66681	12.8006
YHR213W-B	2.30898	5.02717	4.92184	3.91667	2.66805	4.30099
YHR214C-B	81.7455	89.9529	93.8652	34.8487	73.5048	56.4548
YHR214C-D	0.938571	0.62771	0.573433	3.07056	0.585048	0.864591
YHR214C-E	0.694958	0.882903	1.26745	1.52287	2.00382	2.0759
YHR214W	10.4181	10.2183	13.0261	16.8402	13.1771	12.71
YHR214W-A	18.9045	17.2567	14.6968	40.8369	23.4728	22.488
YHR217C	0.12139	0	0	0.341399	0.566824	0.363183
YHR218W	3.35976	2.38071	2.41708	2.23324	3.73434	2.76804
YHR218W-A	1.48531	0.260511	1.28241	0	0.538761	0.994878
YHR219C-A	0	0	0	0	0	0
YHR219W	11.1559	9.92555	9.37693	16.9962	13.0778	20.4285
YIA6	17.1892	13.8445	13.207	10.6458	15.6854	12.927
YIF1	136.575	89.2599	88.6274	84.1334	105.799	101.39
YIG1	0.787603	1.1067	1.02278	0.900725	1.27243	1.47142
YIH1	98.9821	85.683	85.2938	98.1904	88.8257	84.8055
YIL001W	8.2668	9.13235	9.79183	11.5812	10.1217	12.6124
YIL002W-A	189.033	165.242	194.031	250.331	167.673	250.97
YIL012W	0.958887	1.96448	1.41909	3.14442	1.92556	2.23049
YIL014C-A	19.3507	18.8179	18.8841	28.6392	28.9585	23.538
YIL020C-A	46.2896	50.2724	45.9883	67.1831	39.7128	54.325
YIL021C-A	0	0	0	0	0	0
YIL024C	20.9235	19.3282	19.3145	16.7605	20.0788	15.5497
YIL025C	0.865582	0.264966	0.420566	0.772878	1.26424	0.83142
YIL028W	8.32612	6.70064	7.8274	9.07996	7.86124	10.094
YIL029C	11.0707	15.9091	17.4115	16.3997	16.3517	14.6335
YIL029W-A	23.2354	12.0812	16.2843	7.70731	16.3641	7.04964
YIL030W-A	7.66554	7.89451	9.58586	13.4075	7.46963	11.1443
YIL032C	1.69281	0.326551	1.72189	3.26286	2.56202	2.39138
YIL046W-A	0	0	0	6.08451	2.31518	3.18703
YIL047C-A	52.6245	41.4129	45.6493	91.6717	47.9235	74.7008
YIL054W	0.401707	0.596465	1.16755	2.17575	1.24804	1.88429
YIL055C	4.08694	4.14688	5.09808	2.91928	2.86233	3.20217
YIL058W	9.18221	6.78094	6.67918	7.25211	8.31884	7.25977
YIL059C	40.8379	35.0202	41.8082	21.9996	43.3106	38.9712
YIL060W	31.308	26.7842	33.4276	28.7417	34.9487	44.9814
YIL066W-A	6.17415	4.626	4.42345	1.81779	6.45889	4.75591
YIL067C	15.6595	14.6225	15.9992	13.5275	19.0457	19.3841
YIL068W-A	10.97	15.4957	12.1477	22.7045	14.2797	18.78
YIL071W-A	17.2783	19.7656	26.6171	19.5674	19.2698	26.8007
YIL077C	30.7475	29.0347	28.1761	26.7976	28.4991	31.9338
YIL080W	27.5129	22.7451	23.8629	22.4303	23.781	29.0281
YIL086C	1.68387	2.83133	4.03071	1.94414	3.50482	6.05559
YIL089W	7.47935	6.79768	8.51507	7.68903	7.92369	8.61944
YIL092W	5.57281	5.49168	5.26059	6.93474	5.57897	5.62439
YIL096C	12.1131	12.7094	12.5429	21.9888	9.37196	8.834
YIL100C-A	0.418727	0	0	0	0	0
YIL100W	4.60279e-05	0.368635	1.36424	0.540685	0.583357	0.301926
YIL102C	0.733369	2.81614	2.01826	2.5342	1.06413	4.50653
YIL102C-A	35.3377	29.4718	28.9207	49.9088	31.2387	36.2471
YIL105W-A	9.68304	4.03316	7.66306	0	0	0
YIL108W	36.3136	31.8493	35.5226	24.0068	32.1114	32.7007
YIL115W-A	28.3703	39.8342	29.6384	51.7734	27.4489	40.0955
YIL134C-A	0	0	0.58979	0	2.60169	0
YIL141W	8.20198	5.51527	5.11544	2.16375	4.52034	1.35807
YIL142C-A	35.5409	37.8385	39.9893	25.4275	31.421	28.0222
YIL151C	9.969	9.3978	10.0502	10.2475	9.74285	9.55346
YIL152W	20.5967	24.7565	31.2232	16.496	25.8127	27.4354
YIL156W-A	6.73617	3.99434	5.4318	5.5542	5.94769	7.94013
YIL156W-B	227.374	203.407	207.69	239.789	197.524	209.972
YIL161W	13.4168	15.3946	17.2331	18.4118	10.8012	16.5272
YIL163C	11.6732	9.58905	13.1198	13.2101	14.929	16.4251
YIL165C	25.7985	25.4555	30.1998	24.7611	27.9759	39.8109
YIL166C	4.87348	4.74043	4.46244	5.93026	5.7117	6.47374
YIL168W	7.98939	12.5526	13.4147	8.07291	9.7553	12.1869
YIL169C	61.6078	54.5606	65.4	49.4359	48.0056	57.1911
YIL171W	3.99328	4.45149	3.99259	4.4709	3.27383	1.75944
YIL171W-A	0.304052	0.526514	0.471484	0.617363	0.423538	0.4374
YIL174W	0.562949	0.275851	0.203517	1.68694	0	0.852322
YIL175W	0.924445	1.65443	1.14802	2.80487	2.43517	2.15359
YIL177C	14.468	11.1301	11.7514	10.6486	12.5635	12.8287
YIL177W-A	1.14661	1.80963	0.901481	2.78769	0	5.2408
YIM1	43.8462	42.0984	43.1082	37.8049	45.9162	50.8789
YIM2	1.13517	2.45658	1.22939	3.68993	3.09456	2.46786
YIP1	117.055	82.4278	74.4012	94.5158	81.3983	96.8224
YIP3	415.242	310.598	315.269	288.651	290.221	320.623
YIP4	158.106	107.778	126.576	117.135	126.136	178.666
YIP5	114.229	88.1416	95.4709	84.423	102.986	121.756
YIR007W	7.12435	6.5156	7.53116	5.96161	8.14015	8.57222
YIR014W	3.57577	4.22451	4.8498	2.2497	3.76457	2.33523
YIR016W	16.3737	19.0787	21.9062	17.2541	19.6175	26.7472
YIR017W-A	1.23577	1.92291	0.414146	0.21902	1.59929	2.0243
YIR018C-A	0	7.10099	4.55372	25.8945	0	0
YIR020C	6.84391	5.09253	6.71443	9.15023	3.11895	7.73868
YIR020C-B	4.86888	3.51872	3.30045	3.95764	3.80042	3.7494
YIR020W-A	0	0	0	0	0	0
